id,activity_hour,step_total,calories,total_intensity,average_intensity,date,time,day_of_week
1503960366,2016-04-16T20:00:00Z,3616,214,90,1.5,2016-04-16,13:00:00,Sat
1503960366,2016-04-16T21:00:00Z,580,82,20,0.333333,2016-04-16,14:00:00,Sat
1503960366,2016-04-16T22:00:00Z,0,51,0,0,2016-04-16,15:00:00,Sat
1503960366,2016-04-16T23:00:00Z,15,54,2,0.033333,2016-04-16,16:00:00,Sat
1503960366,2016-04-17T00:00:00Z,380,79,17,0.283333,2016-04-17,17:00:00,Sun
1503960366,2016-04-17T01:00:00Z,96,65,10,0.166667,2016-04-17,18:00:00,Sun
1503960366,2016-04-17T02:00:00Z,146,67,12,0.2,2016-04-17,19:00:00,Sun
1503960366,2016-04-17T03:00:00Z,385,81,19,0.316667,2016-04-17,20:00:00,Sun
1503960366,2016-04-17T04:00:00Z,463,75,13,0.216667,2016-04-17,21:00:00,Sun
1503960366,2016-04-17T05:00:00Z,42,55,3,0.05,2016-04-17,22:00:00,Sun
1503960366,2016-04-17T06:00:00Z,92,56,5,0.083333,2016-04-17,23:00:00,Sun
1503960366,2016-04-17T07:00:00Z,0,47,0,0,2016-04-17,00:00:00,Sun
1503960366,2016-04-17T08:00:00Z,0,48,0,0,2016-04-17,01:00:00,Sun
1503960366,2016-04-17T09:00:00Z,0,47,0,0,2016-04-17,02:00:00,Sun
1503960366,2016-04-17T10:00:00Z,8,49,1,0.016667,2016-04-17,03:00:00,Sun
1503960366,2016-04-17T11:00:00Z,0,48,0,0,2016-04-17,04:00:00,Sun
1503960366,2016-04-17T12:00:00Z,0,48,0,0,2016-04-17,05:00:00,Sun
1503960366,2016-04-17T13:00:00Z,0,48,0,0,2016-04-17,06:00:00,Sun
1503960366,2016-04-17T14:00:00Z,0,48,0,0,2016-04-17,07:00:00,Sun
1503960366,2016-04-17T15:00:00Z,0,48,0,0,2016-04-17,08:00:00,Sun
1503960366,2016-04-17T16:00:00Z,0,48,0,0,2016-04-17,09:00:00,Sun
1503960366,2016-04-17T17:00:00Z,0,47,0,0,2016-04-17,10:00:00,Sun
1503960366,2016-04-17T18:00:00Z,84,63,9,0.15,2016-04-17,11:00:00,Sun
1503960366,2016-04-17T19:00:00Z,260,76,18,0.3,2016-04-17,12:00:00,Sun
1503960366,2016-04-17T20:00:00Z,402,83,23,0.383333,2016-04-17,13:00:00,Sun
1503960366,2016-04-17T21:00:00Z,252,69,10,0.166667,2016-04-17,14:00:00,Sun
1503960366,2016-04-17T22:00:00Z,191,73,13,0.216667,2016-04-17,15:00:00,Sun
1503960366,2016-04-17T23:00:00Z,13,57,2,0.033333,2016-04-17,16:00:00,Sun
1503960366,2016-04-18T00:00:00Z,2613,174,71,1.183333,2016-04-18,17:00:00,Mon
1503960366,2016-04-18T01:00:00Z,1616,136,39,0.65,2016-04-18,18:00:00,Mon
1503960366,2016-04-18T02:00:00Z,754,95,24,0.4,2016-04-18,19:00:00,Mon
1503960366,2016-04-18T03:00:00Z,2955,191,87,1.45,2016-04-18,20:00:00,Mon
1503960366,2016-04-18T04:00:00Z,487,79,16,0.266667,2016-04-18,21:00:00,Mon
1503960366,2016-04-18T05:00:00Z,70,58,5,0.083333,2016-04-18,22:00:00,Mon
1503960366,2016-04-18T06:00:00Z,0,50,0,0,2016-04-18,23:00:00,Mon
1503960366,2016-04-18T07:00:00Z,416,82,21,0.35,2016-04-18,00:00:00,Mon
1503960366,2016-04-18T08:00:00Z,0,48,0,0,2016-04-18,01:00:00,Mon
1503960366,2016-04-18T09:00:00Z,0,47,0,0,2016-04-18,02:00:00,Mon
1503960366,2016-04-18T10:00:00Z,0,47,0,0,2016-04-18,03:00:00,Mon
1503960366,2016-04-18T11:00:00Z,0,47,0,0,2016-04-18,04:00:00,Mon
1503960366,2016-04-18T12:00:00Z,0,47,0,0,2016-04-18,05:00:00,Mon
1503960366,2016-04-18T13:00:00Z,0,47,0,0,2016-04-18,06:00:00,Mon
1503960366,2016-04-18T14:00:00Z,0,47,0,0,2016-04-18,07:00:00,Mon
1503960366,2016-04-18T15:00:00Z,0,47,0,0,2016-04-18,08:00:00,Mon
1503960366,2016-04-18T16:00:00Z,1688,133,39,0.65,2016-04-18,09:00:00,Mon
1503960366,2016-04-18T17:00:00Z,380,81,17,0.283333,2016-04-18,10:00:00,Mon
1503960366,2016-04-18T18:00:00Z,328,73,15,0.25,2016-04-18,11:00:00,Mon
1503960366,2016-04-18T19:00:00Z,1306,118,40,0.666667,2016-04-18,12:00:00,Mon
1503960366,2016-04-18T20:00:00Z,268,70,9,0.15,2016-04-18,13:00:00,Mon
1503960366,2016-04-18T21:00:00Z,137,64,7,0.116667,2016-04-18,14:00:00,Mon
1503960366,2016-04-18T22:00:00Z,495,80,14,0.233333,2016-04-18,15:00:00,Mon
1503960366,2016-04-18T23:00:00Z,277,78,17,0.283333,2016-04-18,16:00:00,Mon
1503960366,2016-04-19T00:00:00Z,304,79,18,0.3,2016-04-19,17:00:00,Tue
1503960366,2016-04-19T01:00:00Z,4074,234,114,1.9,2016-04-19,18:00:00,Tue
1503960366,2016-04-19T02:00:00Z,2101,157,30,0.5,2016-04-19,19:00:00,Tue
1503960366,2016-04-19T03:00:00Z,28,57,2,0.033333,2016-04-19,20:00:00,Tue
1503960366,2016-04-19T04:00:00Z,187,68,11,0.183333,2016-04-19,21:00:00,Tue
1503960366,2016-04-19T05:00:00Z,542,86,19,0.316667,2016-04-19,22:00:00,Tue
1503960366,2016-04-19T06:00:00Z,488,83,18,0.3,2016-04-19,23:00:00,Tue
1503960366,2016-04-19T07:00:00Z,0,47,0,0,2016-04-19,00:00:00,Tue
1503960366,2016-04-19T08:00:00Z,22,49,1,0.016667,2016-04-19,01:00:00,Tue
1503960366,2016-04-19T09:00:00Z,0,47,0,0,2016-04-19,02:00:00,Tue
1503960366,2016-04-19T10:00:00Z,9,50,2,0.033333,2016-04-19,03:00:00,Tue
1503960366,2016-04-19T11:00:00Z,0,47,0,0,2016-04-19,04:00:00,Tue
1503960366,2016-04-19T12:00:00Z,0,47,0,0,2016-04-19,05:00:00,Tue
1503960366,2016-04-19T13:00:00Z,7,49,1,0.016667,2016-04-19,06:00:00,Tue
1503960366,2016-04-19T14:00:00Z,316,75,19,0.316667,2016-04-19,07:00:00,Tue
1503960366,2016-04-19T15:00:00Z,1656,130,38,0.633333,2016-04-19,08:00:00,Tue
1503960366,2016-04-19T16:00:00Z,367,79,16,0.266667,2016-04-19,09:00:00,Tue
1503960366,2016-04-19T17:00:00Z,203,75,16,0.266667,2016-04-19,10:00:00,Tue
1503960366,2016-04-19T18:00:00Z,194,72,13,0.216667,2016-04-19,11:00:00,Tue
1503960366,2016-04-19T19:00:00Z,1887,143,61,1.016667,2016-04-19,12:00:00,Tue
1503960366,2016-04-19T20:00:00Z,2697,171,65,1.083333,2016-04-19,13:00:00,Tue
1503960366,2016-04-19T21:00:00Z,409,76,12,0.2,2016-04-19,14:00:00,Tue
1503960366,2016-04-19T22:00:00Z,299,72,12,0.2,2016-04-19,15:00:00,Tue
1503960366,2016-04-19T23:00:00Z,297,71,9,0.15,2016-04-19,16:00:00,Tue
1503960366,2016-04-20T00:00:00Z,732,90,13,0.216667,2016-04-20,17:00:00,Wed
1503960366,2016-04-20T01:00:00Z,1280,120,30,0.5,2016-04-20,18:00:00,Wed
1503960366,2016-04-20T02:00:00Z,397,93,31,0.516667,2016-04-20,19:00:00,Wed
1503960366,2016-04-20T03:00:00Z,2487,159,69,1.15,2016-04-20,20:00:00,Wed
1503960366,2016-04-20T04:00:00Z,826,94,16,0.266667,2016-04-20,21:00:00,Wed
1503960366,2016-04-20T05:00:00Z,52,58,4,0.066667,2016-04-20,22:00:00,Wed
1503960366,2016-04-20T06:00:00Z,1369,120,48,0.8,2016-04-20,23:00:00,Wed
1503960366,2016-04-20T07:00:00Z,16,54,2,0.033333,2016-04-20,00:00:00,Wed
1503960366,2016-04-20T08:00:00Z,36,53,2,0.033333,2016-04-20,01:00:00,Wed
1503960366,2016-04-20T09:00:00Z,0,47,0,0,2016-04-20,02:00:00,Wed
1503960366,2016-04-20T10:00:00Z,0,48,0,0,2016-04-20,03:00:00,Wed
1503960366,2016-04-20T11:00:00Z,0,48,0,0,2016-04-20,04:00:00,Wed
1503960366,2016-04-20T12:00:00Z,0,47,0,0,2016-04-20,05:00:00,Wed
1503960366,2016-04-20T13:00:00Z,0,48,0,0,2016-04-20,06:00:00,Wed
1503960366,2016-04-20T14:00:00Z,29,51,3,0.05,2016-04-20,07:00:00,Wed
1503960366,2016-04-20T15:00:00Z,264,70,14,0.233333,2016-04-20,08:00:00,Wed
1503960366,2016-04-20T16:00:00Z,1993,144,50,0.833333,2016-04-20,09:00:00,Wed
1503960366,2016-04-20T17:00:00Z,459,79,13,0.216667,2016-04-20,10:00:00,Wed
1503960366,2016-04-20T18:00:00Z,65,58,1,0.016667,2016-04-20,11:00:00,Wed
1503960366,2016-04-20T19:00:00Z,185,64,8,0.133333,2016-04-20,12:00:00,Wed
1503960366,2016-04-20T20:00:00Z,64,61,5,0.083333,2016-04-20,13:00:00,Wed
1503960366,2016-04-20T21:00:00Z,1270,113,39,0.65,2016-04-20,14:00:00,Wed
1503960366,2016-04-20T22:00:00Z,797,97,21,0.35,2016-04-20,15:00:00,Wed
1503960366,2016-04-20T23:00:00Z,261,70,11,0.183333,2016-04-20,16:00:00,Wed
1503960366,2016-04-21T00:00:00Z,13,57,2,0.033333,2016-04-21,17:00:00,Thu
1503960366,2016-04-21T01:00:00Z,1308,114,32,0.533333,2016-04-21,18:00:00,Thu
1503960366,2016-04-21T02:00:00Z,1558,117,36,0.6,2016-04-21,19:00:00,Thu
1503960366,2016-04-21T03:00:00Z,499,80,12,0.2,2016-04-21,20:00:00,Thu
1503960366,2016-04-21T04:00:00Z,395,83,22,0.366667,2016-04-21,21:00:00,Thu
1503960366,2016-04-21T05:00:00Z,77,62,7,0.116667,2016-04-21,22:00:00,Thu
1503960366,2016-04-21T06:00:00Z,1255,120,33,0.55,2016-04-21,23:00:00,Thu
1503960366,2016-04-21T07:00:00Z,17,54,2,0.033333,2016-04-21,00:00:00,Thu
1503960366,2016-04-21T08:00:00Z,129,61,8,0.133333,2016-04-21,01:00:00,Thu
1503960366,2016-04-21T09:00:00Z,81,55,5,0.083333,2016-04-21,02:00:00,Thu
1503960366,2016-04-21T10:00:00Z,0,48,0,0,2016-04-21,03:00:00,Thu
1503960366,2016-04-21T11:00:00Z,0,47,0,0,2016-04-21,04:00:00,Thu
1503960366,2016-04-21T12:00:00Z,0,47,0,0,2016-04-21,05:00:00,Thu
1503960366,2016-04-21T13:00:00Z,0,48,0,0,2016-04-21,06:00:00,Thu
1503960366,2016-04-21T14:00:00Z,38,52,3,0.05,2016-04-21,07:00:00,Thu
1503960366,2016-04-21T15:00:00Z,245,71,15,0.25,2016-04-21,08:00:00,Thu
1503960366,2016-04-21T16:00:00Z,1672,133,26,0.433333,2016-04-21,09:00:00,Thu
1503960366,2016-04-21T17:00:00Z,255,77,16,0.266667,2016-04-21,10:00:00,Thu
1503960366,2016-04-21T18:00:00Z,0,55,0,0,2016-04-21,11:00:00,Thu
1503960366,2016-04-21T19:00:00Z,384,73,11,0.183333,2016-04-21,12:00:00,Thu
1503960366,2016-04-21T20:00:00Z,1140,113,25,0.416667,2016-04-21,13:00:00,Thu
1503960366,2016-04-21T21:00:00Z,12,58,2,0.033333,2016-04-21,14:00:00,Thu
1503960366,2016-04-21T22:00:00Z,213,68,8,0.133333,2016-04-21,15:00:00,Thu
1503960366,2016-04-21T23:00:00Z,26,60,4,0.066667,2016-04-21,16:00:00,Thu
1503960366,2016-04-22T00:00:00Z,96,60,5,0.083333,2016-04-22,17:00:00,Fri
1503960366,2016-04-22T01:00:00Z,213,69,9,0.15,2016-04-22,18:00:00,Fri
1503960366,2016-04-22T02:00:00Z,100,64,8,0.133333,2016-04-22,19:00:00,Fri
1503960366,2016-04-22T03:00:00Z,3541,213,92,1.533333,2016-04-22,20:00:00,Fri
1503960366,2016-04-22T04:00:00Z,970,104,21,0.35,2016-04-22,21:00:00,Fri
1503960366,2016-04-22T05:00:00Z,89,63,9,0.15,2016-04-22,22:00:00,Fri
1503960366,2016-04-22T06:00:00Z,598,84,15,0.25,2016-04-22,23:00:00,Fri
1503960366,2016-04-22T07:00:00Z,0,47,0,0,2016-04-22,00:00:00,Fri
1503960366,2016-04-22T08:00:00Z,0,47,0,0,2016-04-22,01:00:00,Fri
1503960366,2016-04-22T09:00:00Z,0,47,0,0,2016-04-22,02:00:00,Fri
1503960366,2016-04-22T10:00:00Z,0,47,0,0,2016-04-22,03:00:00,Fri
1503960366,2016-04-22T11:00:00Z,0,47,0,0,2016-04-22,04:00:00,Fri
1503960366,2016-04-22T12:00:00Z,0,47,0,0,2016-04-22,05:00:00,Fri
1503960366,2016-04-22T13:00:00Z,0,47,0,0,2016-04-22,06:00:00,Fri
1503960366,2016-04-22T14:00:00Z,0,47,0,0,2016-04-22,07:00:00,Fri
1503960366,2016-04-22T15:00:00Z,0,47,0,0,2016-04-22,08:00:00,Fri
1503960366,2016-04-22T16:00:00Z,192,65,13,0.216667,2016-04-22,09:00:00,Fri
1503960366,2016-04-22T17:00:00Z,29,54,2,0.033333,2016-04-22,10:00:00,Fri
1503960366,2016-04-22T18:00:00Z,958,102,34,0.566667,2016-04-22,11:00:00,Fri
1503960366,2016-04-22T19:00:00Z,38,57,2,0.033333,2016-04-22,12:00:00,Fri
1503960366,2016-04-22T20:00:00Z,118,60,4,0.066667,2016-04-22,13:00:00,Fri
1503960366,2016-04-22T21:00:00Z,0,54,0,0,2016-04-22,14:00:00,Fri
1503960366,2016-04-22T22:00:00Z,180,66,10,0.166667,2016-04-22,15:00:00,Fri
1503960366,2016-04-22T23:00:00Z,22,58,4,0.066667,2016-04-22,16:00:00,Fri
1503960366,2016-04-23T00:00:00Z,1041,104,18,0.3,2016-04-23,17:00:00,Sat
1503960366,2016-04-23T01:00:00Z,514,87,23,0.383333,2016-04-23,18:00:00,Sat
1503960366,2016-04-23T02:00:00Z,629,82,16,0.266667,2016-04-23,19:00:00,Sat
1503960366,2016-04-23T03:00:00Z,329,71,13,0.216667,2016-04-23,20:00:00,Sat
1503960366,2016-04-23T04:00:00Z,5934,311,159,2.65,2016-04-23,21:00:00,Sat
1503960366,2016-04-23T05:00:00Z,855,95,30,0.5,2016-04-23,22:00:00,Sat
1503960366,2016-04-23T06:00:00Z,1925,136,54,0.9,2016-04-23,23:00:00,Sat
1503960366,2016-04-23T07:00:00Z,182,63,9,0.15,2016-04-23,00:00:00,Sat
1503960366,2016-04-23T08:00:00Z,0,47,0,0,2016-04-23,01:00:00,Sat
1503960366,2016-04-23T09:00:00Z,11,49,1,0.016667,2016-04-23,02:00:00,Sat
1503960366,2016-04-23T10:00:00Z,0,47,0,0,2016-04-23,03:00:00,Sat
1503960366,2016-04-23T11:00:00Z,0,47,0,0,2016-04-23,04:00:00,Sat
1503960366,2016-04-23T12:00:00Z,0,48,0,0,2016-04-23,05:00:00,Sat
1503960366,2016-04-23T13:00:00Z,12,50,2,0.033333,2016-04-23,06:00:00,Sat
1503960366,2016-04-23T14:00:00Z,0,48,0,0,2016-04-23,07:00:00,Sat
1503960366,2016-04-23T15:00:00Z,127,59,8,0.133333,2016-04-23,08:00:00,Sat
1503960366,2016-04-23T16:00:00Z,285,75,17,0.283333,2016-04-23,09:00:00,Sat
1503960366,2016-04-23T17:00:00Z,49,56,4,0.066667,2016-04-23,10:00:00,Sat
1503960366,2016-04-23T18:00:00Z,703,84,11,0.183333,2016-04-23,11:00:00,Sat
1503960366,2016-04-23T19:00:00Z,1597,129,49,0.816667,2016-04-23,12:00:00,Sat
1503960366,2016-04-23T20:00:00Z,1453,129,51,0.85,2016-04-23,13:00:00,Sat
1503960366,2016-04-23T21:00:00Z,202,78,20,0.333333,2016-04-23,14:00:00,Sat
1503960366,2016-04-23T22:00:00Z,158,73,15,0.25,2016-04-23,15:00:00,Sat
1503960366,2016-04-23T23:00:00Z,2008,140,52,0.866667,2016-04-23,16:00:00,Sat
1503960366,2016-04-24T00:00:00Z,1472,121,26,0.433333,2016-04-24,17:00:00,Sun
1503960366,2016-04-24T01:00:00Z,2569,173,66,1.1,2016-04-24,18:00:00,Sun
1503960366,2016-04-24T02:00:00Z,29,51,2,0.033333,2016-04-24,19:00:00,Sun
1503960366,2016-04-24T03:00:00Z,142,63,9,0.15,2016-04-24,20:00:00,Sun
1503960366,2016-04-24T04:00:00Z,2432,162,54,0.9,2016-04-24,21:00:00,Sun
1503960366,2016-04-24T05:00:00Z,709,96,25,0.416667,2016-04-24,22:00:00,Sun
1503960366,2016-04-24T06:00:00Z,231,60,6,0.1,2016-04-24,23:00:00,Sun
1503960366,2016-04-24T07:00:00Z,141,66,10,0.166667,2016-04-24,00:00:00,Sun
1503960366,2016-04-24T08:00:00Z,42,54,2,0.033333,2016-04-24,01:00:00,Sun
1503960366,2016-04-24T09:00:00Z,0,48,0,0,2016-04-24,02:00:00,Sun
1503960366,2016-04-24T10:00:00Z,0,48,0,0,2016-04-24,03:00:00,Sun
1503960366,2016-04-24T11:00:00Z,8,49,1,0.016667,2016-04-24,04:00:00,Sun
1503960366,2016-04-24T12:00:00Z,0,48,0,0,2016-04-24,05:00:00,Sun
1503960366,2016-04-24T13:00:00Z,7,49,1,0.016667,2016-04-24,06:00:00,Sun
